"Q3";"Q9";"Q16_Part_1";"Q16_Part_2"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"Python";""
"Other";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"United Kingdom of Great Britain and Northern Ireland";"30-40,000";"Python";""
"India";"0-10,000";"";""
"India";"";"Python";""
"Malaysia";"20-30,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"40-50,000";"Python";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Indonesia";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"France";"40-50,000";"Python";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"";"R"
"Italy";"50-60,000";"";""
"India";"0-10,000";"Python";""
"Japan";"10-20,000";"";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"100-125,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";""
"Spain";"30-40,000";"Python";"R"
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";"R"
"India";"";"";""
"Russia";"20-30,000";"Python";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";"R"
"Tunisia";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Germany";"50-60,000";"Python";"R"
"India";"0-10,000";"Python";""
"China";"70-80,000";"Python";"R"
"Netherlands";"30-40,000";"";""
"China";"0-10,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"Python";""
"Portugal";"30-40,000";"";""
"I do not wish to disclose my location";"10-20,000";"";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Ukraine";"90-100,000";"Python";""
"I do not wish to disclose my location";"20-30,000";"Python";"R"
"India";"30-40,000";"Python";""
"India";"20-30,000";"Python";""
"India";"80-90,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"10-20,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"50-60,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Thailand";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"Australia";"";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"France";"70-80,000";"";"R"
"Morocco";"0-10,000";"Python";""
"India";"10-20,000";"Python";""
"China";"";"";""
"Portugal";"30-40,000";"";"R"
"India";"0-10,000";"Python";""
"Poland";"30-40,000";"Python";""
"India";"70-80,000";"Python";"R"
"India";"0-10,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"100-125,000";"Python";""
"Spain";"10-20,000";"Python";""
"France";"0-10,000";"Python";"R"
"China";"70-80,000";"Python";"R"
"India";"0-10,000";"";"R"
"India";"70-80,000";"Python";""
"Netherlands";"0-10,000";"";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Italy";"20-30,000";"Python";""
"Spain";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"20-30,000";"Python";""
"Denmark";"60-70,000";"Python";""
"Pakistan";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"India";"";"Python";""
"India";"0-10,000";"Python";""
"India";"";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"I do not wish to disclose my location";"20-30,000";"Python";"R"
"Tunisia";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"India";"";"Python";""
"Germany";"60-70,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Sweden";"40-50,000";"Python";""
"Iran, Islamic Republic of...";"0-10,000";"Python";"R"
"India";"0-10,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"10-20,000";"";"R"
"India";"70-80,000";"Python";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"South Africa";"0-10,000";"";""
"Spain";"10-20,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Hong Kong (S.A.R.)";"10-20,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"";"Python";"R"
"India";"30-40,000";"Python";"R"
"Tunisia";"20-30,000";"Python";"R"
"India";"50-60,000";"Python";""
"India";"10-20,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"India";"20-30,000";"Python";""
"Other";"20-30,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Czech Republic";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"10-20,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"150-200,000";"Python";""
"Spain";"20-30,000";"Python";""
"Romania";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Pakistan";"60-70,000";"Python";""
"India";"";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"India";"30-40,000";"Python";"R"
"Australia";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"0-10,000";"";""
"Ireland";"90-100,000";"Python";"R"
"Netherlands";"0-10,000";"";"R"
"Spain";"0-10,000";"";"R"
"I do not wish to disclose my location";"50-60,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";"R"
"India";"";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"100-125,000";"Python";"R"
"Turkey";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Indonesia";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"0-10,000";"Python";""
"India";"0-10,000";"";"R"
"Israel";"60-70,000";"Python";""
"South Korea";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";"R"
"Ireland";"80-90,000";"";""
"India";"20-30,000";"Python";""
"Other";"0-10,000";"Python";"R"
"India";"0-10,000";"Python";"R"
"China";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"70-80,000";"Python";"R"
"India";"0-10,000";"Python";""
"Ukraine";"10-20,000";"Python";"R"
"Russia";"20-30,000";"Python";""
"India";"0-10,000";"Python";"R"
"India";"10-20,000";"Python";""
"India";"10-20,000";"Python";""
"Switzerland";"70-80,000";"Python";""
"India";"0-10,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"10-20,000";"Python";""
"India";"";"Python";"R"
"Other";"20-30,000";"Python";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"10-20,000";"Python";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";"R"
"India";"0-10,000";"";"R"
"Australia";"0-10,000";"";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Russia";"20-30,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Spain";"40-50,000";"";"R"
"India";"";"";""
"Germany";"50-60,000";"Python";"R"
"India";"10-20,000";"Python";""
"India";"0-10,000";"Python";""
"Italy";"20-30,000";"Python";"R"
"India";"";"";"R"
"India";"20-30,000";"Python";""
"India";"0-10,000";"Python";"R"
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"India";"50-60,000";"";"R"
"United Kingdom of Great Britain and Northern Ireland";"40-50,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Spain";"10-20,000";"Python";""
"India";"0-10,000";"Python";""
"India";"20-30,000";"Python";""
"India";"0-10,000";"Python";""
"China";"0-10,000";"Python";""
"Indonesia";"0-10,000";"Python";"R"
"Malaysia";"0-10,000";"Python";"R"
"Poland";"30-40,000";"Python";""
"India";"0-10,000";"";""
"India";"0-10,000";"Python";""
"India";"";"Python";""
"India";"0-10,000";"Python";""
"Germany";"70-80,000";"Python";""
"Germany";"60-70,000";"Python";""
"India";"10-20,000";"Python";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"Poland";"40-50,000";"Python";""
"Germany";"100-125,000";"Python";""
"Thailand";"0-10,000";"Python";""
"India";"50-60,000";"Python";""
"India";"10-20,000";"Python";""
"China";"20-30,000";"Python";""
"India";"20-30,000";"Python";""
"India";"10-20,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"India";"";"Python";"R"
"India";"20-30,000";"";""
"India";"0-10,000";"Python";"R"
"India";"";"Python";""
"India";"";"Python";"R"
"Spain";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"30-40,000";"Python";"R"
"India";"0-10,000";"Python";"R"
"India";"10-20,000";"Python";""
"India";"0-10,000";"Python";""
"Other";"0-10,000";"Python";""
"India";"90-100,000";"Python";""
"India";"";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Russia";"60-70,000";"Python";""
"India";"20-30,000";"Python";""
"France";"20-30,000";"Python";""
"India";"50-60,000";"Python";""
"India";"10-20,000";"Python";"R"
"Philippines";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Spain";"70-80,000";"";""
"Bangladesh";"0-10,000";"Python";""
"Canada";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"";"R"
"Sweden";"100-125,000";"Python";""
"Romania";"20-30,000";"Python";""
"Bangladesh";"0-10,000";"Python";"R"
"India";"10-20,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"Austria";"30-40,000";"Python";"R"
"India";"";"Python";"R"
"Russia";"10-20,000";"Python";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"20-30,000";"Python";""
"India";"0-10,000";"";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Turkey";"0-10,000";"Python";""
"Ukraine";"10-20,000";"";""
"Kenya";"10-20,000";"Python";""
"Nigeria";"10-20,000";"Python";""
"India";"0-10,000";"Python";""
"Italy";"0-10,000";"Python";""
"Indonesia";"0-10,000";"";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";"R"
"Other";"10-20,000";"";"R"
"Belarus";"0-10,000";"Python";""
"Sweden";"40-50,000";"Python";""
"India";"10-20,000";"Python";"R"
"Ireland";"70-80,000";"Python";""
"Other";"100-125,000";"";""
"Other";"100-125,000";"Python";"R"
"India";"0-10,000";"Python";"R"
"Belarus";"20-30,000";"Python";""
"Other";"10-20,000";"";"R"
"India";"0-10,000";"Python";""
"India";"";"Python";"R"
"Viet Nam";"0-10,000";"Python";""
"South Korea";"20-30,000";"Python";"R"
"Czech Republic";"40-50,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"20-30,000";"Python";"R"
"Italy";"30-40,000";"";"R"
"Other";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"0-10,000";"Python";""
"India";"40-50,000";"";"R"
"India";"";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"100-125,000";"Python";""
